entity1,relationship,entity2
Jorah,begins,Council
Jorah,is,Barristan
Daenerys,is,Robert
Kingsguard,holds,Council
Barristan,explains,Kingsguard
Jorah,is,Barristan
Jorah,reports,Daenerys
Barristan,is,Lord
Jorah,takes,Daenerys
Valyrian,says,Unsullied
Daenerys,is,Missandei
Missandei,explains,Astapor
Unsullied,says,Grey
Worm,is,Grey
Worm,is,Daenerys
Willem,is,Karstark
Martyn,is,Lord
Robb,is,Karstark
Rickard,explains,Robb
Robb,shouts,Karstark
Karstark,is,Robb
Tully,punches,Karstark
Robb,tells,Karstark
Karstark,has,Robb
Robb,says,King
Tully,leaves,Riverrun
Catelyn,says,Lord
Edmure,agrees,Karstarks
Robb,executes,Rickard
Robb,has,Lord
Karstark,is,House
Robb,says,Rickard
Rickard,wants,Robb
Rickard,says,Robb
Stark,passes,Robb
Robb,pronounces,Lord
Robb,makes,Karstarks
Robb,admits,Talisa
Robb,says,Tywin
Lannister,does,Northerners
Robb,shows,Talisa
Stormlands,armies,King
Talisa,suggests,Lannisters
Talisa,suggests,North
Robb,returns,North
Robb,decides,King
Robb,decides,Lannister
Landing,needs,Westerlands
Locke,presents,Jaime
Locke,is,Jaime
Roose,is,Jaime
Locke,boasts,Jaime
Jaime,has,Jaime
Bolton,demands,Jaime
Jaime,is,Bolton
Bolton,informs,Stannis
Bolton,toys,Jaime
Jaime,remains,Cersei
Cersei,is,Stannis
Bolton,calls,Qyburn
Qyburn,peels,Locke
Jaime,asks,Qyburn
Jaime,says,Qyburn
Jaime,notices,Qyburn
Qyburn,is,Maester
Qyburn,acknowledges,Citadel
Qyburn,gets,Jaime
Jaime,says,Jaime
Qyburn,says,Jaime
Jaime,'s,Qyburn
Qyburn,needs,Poppy
Qyburn,begins,Jaime
Brienne,is,Harrenhal
Brienne,points,King
Jaime,'s,Renly
Jaime,asks,Brienne
Jaime,wants,Brienne
Jaime,notes,Brienne
Jaime,goes,Mad
Jaime,recalls,Aerys
Jaime,makes,Brienne
Brienne,asks,Renly
Jaime,goes,Aerys
Jaime,speculates,King
Brienne,asks,Jaime
Jaime,rants,Lord
Jaime,goes,Stark
Brienne,calls,Kingslayer
Kingslayer,whimpers,Jaime
Clegane,prepares,Beric
Beric,calls,Lord
Beric,has,Hound
Beric,manages,Sandor
Sandor,is,Sandor
Beric,falls,Thoros
Thoros,begins,Lord
Hound,is,Gendry
Arya,prefers,Beric
Beric,has,Lord
Sandor,throws,Anguy
Gendry,works,Beric
Gendry,has,Brotherhood
Arya,says,Robb
Robb,needs,Gendry
Gendry,has,Robb
Gendry,has,Tobho
Thoros,says,Riverrun
Beric,knows,Sandor
Arya,'s,Yoren
Arya,asks,Beric
Beric,points,Thoros
Thoros,brings,Beric
Beric,'s,Lord
Beric,opens,Beric
Arya,asks,Thoros
Beric,is,Thoros
Arya,says,Beric
Baratheon,is,Battle
Blackwater,does,Red
Stannis,has,Lannisters
Dragonstone,is,Blackwater
Stannis,takes,Queen
Selyse,is,Lord
Selyse,is,Lord
Stannis,vows,Selyse
Selyse,says,Melisandre
Selyse,is,Shireen
Shireen,asks,Ser
Stannis,explains,Ser
Shireen,sneaks,Dragonstone
Dragonstone,finds,Ser
Conquer,points,Targaryens
Shireen,offers,Bert
Shireen,starts,Davos
Lannister,encounters,Petyr
Baelish,fears,Tyrells
Cersei,warns,Arya
Margaery,replies,Joffrey
Sansa,is,Joffrey
Olyvar,leads,Loras
Loras,is,Olyvar
Olyvar,passes,Littlefinger
Littlefinger,meets,Sansa
Sansa,tells,Joffrey
Lannister,is,Lady
Olenna,points,Tyrells
Olenna,is,Tyrells
Olenna,decides,House
Tyrell,agrees,Tyrion
Tywin,explains,Tyrells
Sansa,is,North
Tywin,explains,Karstarks
Winterfell,makes,Sansa
Robb,dies,Winterfell
North,marries,Tywin
Tywin,has,Tyrells
Tyrion,is,Tywin
Tywin,points,Tyrells
Tyrells,is,Lannisters
Joffrey,means,Sansa
Joffrey,has,Sansa
Tyrion,has,Joffrey
Joffrey,is,Tywin
Tyrion,plans,Sansa
Sansa,is,Cersei
Tyrion,refuses,Tywin
Tywin,points,Battle
Sansa,is,Tyrion
Tyrion,snarls,Tysha
Cersei,commands,Ser
Cersei,refuses,Tywin
Tywin,is,Cersei
Cersei,is,Queen
Tywin,is,Loras
Tywin,calls,Stannis
Stannis,has,Jaime
Cersei,switches,King
Tywin,refuses,Lannister
Cersei,shifts,Tyrion
Ygritte,is,Jon
Banners,is,Beric
Baratheon,is,Aegon
Dragonstone,lives,Westeros
Westeros,switches,Daenerys
Robert,explains,Alchemists
Tyrell,is,Renly
Loras,has,Olyvar
Loras,is,Renly
Loras,misses,Renly
Tyrell,is,House
Tyrell,lists,House
Tyrell,is,Lannisters
Olenna,seems,King
Jaime,is,Jaime
Jaime,allows,Qyburn
Stark,beheads,Rickard
Karstark,takes,Robb
Robb,beheads,Rickard
Robb,parallels,Eddard
Eddard,plays,Old
Theon,executes,Rodrik
Robb,does,Lord
Stark,beheads,Lord
Robb,is,Karstark
Robb,is,Karstarks
Tyrion,points,Tywin
Gendry,tells,Arya
Stark,is,Brotherhood
Banners,is,Gendry
Gendry,is,Arya
Gendry,cares,Arya
Edmure,says,Martyn
Robb,says,Tywin
Sansa,is,Margaery
Tyrion,is,Sansa
Tywin,decides,Cersei
Robb,is,Edmure
Robb,carries,Rickard
Robb,loses,Karstark
Davos,is,Dragonstone
Jon,is,Night
Harrenhal,is,Roose
Bolton,is,Kingslayer
Hound,defeats,Dondarrion
Robb,realizes,House
Jaime,tells,Brienne
Dondarrion,lets,Sandor
Dondarrion,asks,Thoros
Thoros,has,Thoros
Thoros,is,R'hllor
Worm,is,Unsullied
Tywin,is,Highgarden
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Jon,is,Mance
Tyrion,asks,Littlefinger
Littlefinger,offers,Sansa
Dany,sails,Slaver
Ghost,attacks,Walkers
Sam,is,Ghost
Ghost,pulls,Sam
Mormont,has,Fist
Mormont,is,Sam
Snow,is,Ygritte
Jon,is,Mance
Bones,is,Ned
Jon,assumes,Mance
Rayder,calls,Wall
Mance,introduces,Jon
Jon,kneels,Free
Mance,is,Jon
Mance,notes,Qhorin
Jon,explains,Night
Jon,wants,Night
Watch,is,Mormont
Jon,states,First
Men,is,Walkers
Mance,advises,Jon
Bronn,confronts,Kingsguard
Lannister,tells,Tyrion
Tywin,refuses,Tyrion
Tywin,maintains,Tyrion
Tywin,is,Tyrion
Tywin,makes,Tywin
Tyrion,is,Tywin
Tywin,is,Tyrion
Tyrion,says,Tyrion
Tywin,has,Tyrion
Tyrion,wishes,Tyrion
Bronn,has,Battle
Baelor,is,Lady
Tyrell,stops,Flea
Margaery,shocks,Joffrey
Cersei,admonishes,Margaery
Joffrey,defends,Margaery
Cersei,knows,Margaery
Margaery,knows,Cersei
Sansa,wants,Shae
Baelish,arrives,Sansa
Ros,seems,Littlefinger
Seaworth,is,Salladhor
Davos,feels,Melisandre
Melisandre,has,Stannis
Stannis,is,Salladhor
Davos,calls,Melisandre
Melisandre,is,Stannis
Davos,is,Stannis
Davos,tries,Melisandre
Robb,has,Lannisters
Robb,takes,Harrenhal
Robb,does,Tywin
Drogon,roasts,Daenerys
Targaryen,arrives,Astapor
Mormont,notes,Astapor
Westeros,is,Jorah
Daenerys,expresses,Dothraki
Jorah,says,Dothraki
Daenerys,is,Unsullied
Kraznys,demonstrates,Unsullied
Kraznys,goes,Unsullied
Daenerys,asks,Unsullied
Jorah,urges,Daenerys
Daenerys,is,Jorah
Daenerys,offers,Daenerys
Daenerys,picks,Ser
Daenerys,hisses,Pyat
Daenerys,realizes,Warlocks
Daenerys,addresses,Queen
Jorah,is,Westeros
Barristan,explains,Robert
Joffrey,has,Daenerys
Barristan,hails,Queen
Queen,asks,Queensguard
Margaery,kid,Kraznys
Daenerys,has,High
Cersei,meets,Tyrion
Bones,has,Battle
Bronn,tells,Ser
Trant,is,Meryn
Lannister,says,Seven
Iron,is,Riverlands
North,is,Stormlands
Stannis,does,Stormlands
Tywin,means,North
Stannis,'s,Dragonstone
Robb,claims,North
Tyrion,asks,Battle
Tywin,brushes,Lannisters
Daenerys,sails,Battle
Targaryen,is,Warlocks
Stark,remains,Jaime
Blackwater,is,Salladhor
Snow,is,Mance
Rayder,allows,Free
Mormont,remains,Astapor
Davos,reveals,Melisandre
Men,fails,Castle
Daenerys,meets,Kraznys
Jaime,is,Kingsguard
Stark,is,Kingsroad
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Watch,takes,Varys
Varys,meets,Arya
Arya,is,Brotherhood
Lannister,has,Locke
Locke,ties,Jaime
Locke,has,Jaime
Locke,empties,Jaime
Jaime,dies,Locke
Locke,points,Jaime
Jaime,manages,Locke
Brienne,says,Jaime
Jaime,is,Jaime
Brienne,grows,Jaime
Brienne,says,Locke
Brienne,worth,Tarth
Tarth,is,House
Brienne,is,Jaime
Tyrion,asks,Varys
Varys,has,Cersei
Varys,uses,Varys
Varys,says,Free
Varys,has,Stannis
Baratheon,relies,Red
Tyrion,contains,Varys
Varys,urges,Tyrion
Ros,has,Littlefinger
Varys,is,Ros
Littlefinger,has,Sansa
Varys,is,Ros
Varys,realizes,Littlefinger
Joffrey,gives,Margaery
Baelor,is,Cersei
Joffrey,relates,Great
Olenna,asks,Robert
Cersei,explains,Storm
Cersei,dismisses,Robert
Olenna,muses,Cersei
Margaery,convinces,Joffrey
Cersei,has,Joffrey
Cersei,meets,Tywin
Tywin,points,Tyrion
Tywin,considers,Jaime
Tyrion,is,Jaime
Cersei,is,Tywin
Tywin,excludes,Cersei
Cersei,is,Tyrells
Cersei,is,Margaery
Tyrell,is,Joffrey
Tywin,has,Joffrey
Olenna,is,Margaery
Strong,prompts,Olenna
Olenna,has,Seven
Varys,arrives,Olenna
Olenna,sees,Varys
Littlefinger,is,Sansa
Sansa,is,Robb
Robb,controls,Sansa
Sansa,controls,North
Varys,enjoys,Baelish
Tyrell,finds,Sansa
Margaery,plays,Sansa
Sansa,is,Sansa
Margaery,invites,Sansa
Sansa,is,Queen
Margaery,points,Sansa
Tyrell,makes,Sansa
Hound,is,Brotherhood
Hill,serves,Brotherhood
Clegane,is,Brotherhood
Dondarrion,'s,Eddard
Dondarrion,says,Brotherhood
Brotherhood,continues,Lannister
Thoros,says,King
Sandor,continues,Gregor
Sandor,says,House
Arya,accuses,Sandor
Sandor,admits,Mycah
Mycah,says,Joffrey
Stark,is,Jojen
Jojen,advises,Bran
Bran,is,Jojen
Bran,becomes,Winterfell
Bran,is,Catelyn
Theon,asks,Balon
Balon,does,Theon
Theon,laments,King
Theon,has,Winterfell
Stark,is,Robb
Theon,apologizes,Bran
Theon,explains,Bran
Theon,calls,Yara
Theon,belongs,Theon
Rast,urges,Craster
Craster,sacrifices,Walkers
Walkers,'s,Walkers
Sam,'s,Craster
Mormont,leads,Bannen
Mormont,is,Craster
Craster,continues,Night
Mormont,says,Craster
Craster,suggests,Mormont
Mormont,is,Craster
Karl,comes,Craster
Craster,wants,Craster
Rast,joins,Craster
Rast,calls,Craster
Craster,threatens,Rast
Mormont,restrains,Rast
Craster,calls,Craster
Craster,lunges,Karl
Karl,is,Karl
Karl,holds,Craster
Craster,punches,Craster
Karl,shouts,Wall
Karl,continues,Mormont
Mormont,makes,Karl
Rast,comes,Mormont
Commander,makes,Mormont
Quick,spreads,Craster
Mormont,turns,Rast
Mormont,is,Rast
Mormont,succeeds,Rast
Mormont,is,Rast
Rast,pounds,Mormont
Sam,rushes,Gilly
Sam,runs,Craster
Rast,shouts,Piggy
Targaryen,arrives,Kraznys
Daenerys,is,Queensgard
Daenerys,matches,Dany
Kraznys,tells,Daenerys
Kraznys,gives,Harpy
Daenerys,is,Kraznys
Daenerys,calls,Unsullied
Kraznys,complains,Missandei
Daenerys,turns,Kraznys
Kraznys,is,Valyrian
Kraznys,is,Daenerys
Valyrian,is,Kraznys
Daenerys,addresses,Unsullied
Kraznys,shouts,Daenerys
Astapor,is,Daenerys
Kraznys,addresses,Unsullied
Daenerys,rides,Astapor
Targaryen,has,Liberation
Watch,is,First
Tyrell,[,Bolton
Coin,does,Ros
Catelyn,does,Bran
Tyrion,is,Varys
Lannister,has,Tywin
Cersei,is,Tyrion
Arya,wants,Sandor
Targaryen,says,Valyrian
Valyrian,is,Free
Valyrian,is,Valyrian
Tyrell,is,Cersei
Cersei,says,Tywin
Tyrell,displays,Lady
Strong,leads,Olenna
Seven,does,House
House,does,Stark
Baelor,considers,Tyrion
Jaime,is,Theon
Watch,is,Tyrion
Varys,tells,Tyrion
Varys,is,Stannis
Tyrell,befriends,Sansa
Olenna,plans,Margaery
Targaryen,buys,Unsullied
Unsullied,uses,Astapor
Jaime,convinces,Lord
Clegane,is,Brotherhood
Dondarrion,says,Mycah
Watch,is,Watch
Watch,is,Kingsroad
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Joffrey,challenges,Tywin
Arya,regains,Hound
Sandor,holds,Arya
Hound,rides,Frey
Bolton,has,Warden
Lannister,intends,Lannister
Bolton,expresses,Brynden
Walder,dismisses,Blackfish
Riverrun,is,Lannisters
Bolton,makes,Robb
Roose,intends,North
Roose,explains,Ramsay
Ramsay,has,Dreadfort
Snow,eats,Theon
Theon,decides,Reek
Theon,is,Theon
Ramsay,is,Reek
Greyjoy,reads,Lord
Greyjoy,opens,Greyjoy
Ramsay,contains,Theon
Balon,acts,Theon
Frey,is,Grey
Tyrion,reminds,Sansa
Sansa,suggests,Arya
Tyrion,realizes,Sansa
Payne,calls,Council
Joffrey,explains,Robb
Tyrion,is,Joffrey
Joffrey,intends,Robb
Sansa,is,Joffrey
Cersei,insists,Joffrey
Tyrion,tells,Joffrey
Joffrey,goes,Tywin
Tywin,hid,Joffrey
Council,tenses,Tywin
Tywin,advises,Queen
Joffrey,leaves,Tywin
Tywin,asks,Pycelle
Tywin,dismisses,Tyrion
Tyrion,notes,Lord
Tyrion,shows,Tywin
Tyrion,refuses,Sansa
Sansa,is,Lannisters
Tyrion,demands,Tywin
Tywin,retorts,Tyrion
Tyrion,is,Lannister
Tyrion,returns,Sansa
Varys,meets,Shae
Tyrion,offers,Essos
Varys,is,Tyrion
Tyrion,is,Seven
Shae,is,Tyrion
Shae,is,Tyrion
Tyrion,cares,Sansa
Sansa,poses,Shae
Jaime,calls,Cersei
Seaworth,tests,Stannis
Stannis,is,Melisandre
Davos,frees,King
Davos,produces,Night
Davos,is,Stannis
Stannis,laughs,R'hllor
Reed,tells,Bran
Bran,tells,Night
Bran,wakes,Meera
Meera,is,Samwell
Sam,deduces,Bran
Bran,asks,Sam
Sam,protests,Walkers
Sam,has,Walkers
Aemon,is,Sam
Sam,defends,Night
Aemon,softens,Gilly
Black,is,Walkers
Snow,finds,Ygritte
Jon,tries,Ygritte
Ygritte,loves,Watch
Ygritte,is,Jon
Jon,is,Castle
Jon,encounters,Sam
Missandei,begins,Daenerys
Daenerys,turns,Missandei
Missandei,means,Old
Daenerys,steps,Unsullied
Daenerys,speaks,Dothraki
Joffrey,is,Joffrey
Tyrion,has,Tywin
Joffrey,leaves,Tywin
Tywin,says,Tyrion
Tyrion,recognizes,Tywin
Tyrion,knows,Tywin
Tywin,realizes,Joffrey
Tyrion,does,Tywin
Tywin,intends,Tyrion
Joffrey,shows,Sansa
Tyrion,calls,Joffrey
Tywin,dismisses,Council
Council,says,Tyrion
Tyrion,is,Lannister
Tywin,sentiments,Ned
Stark,is,Ramsay
Frey,comes,Roose
Frey,thinks,Great
Walder,misses,Houses
Frey,aids,Robb
Stannis,has,Lord
Balon,wears,Iron
Robb,is,King
Wind,is,Robb
Robb,has,Frey
Queen,takes,Robb
Frey,is,Red
Yunkai,is,Slaver
Sam,says,Wall
Theon,is,Ramsay
Jon,is,Ygritte
Daenerys,meets,Yunkai
Jon,returns,Castle
Tywin,dismisses,Joffrey
Davos,reads,Wall
Davos,saves,Robert
Davos,reads,Melisandre
Watch,prompts,Melisandre
Stannis,lies,North
Theon,is,Ramsay
Ramsay,renames,Reek
Varys,rolls,Joffrey
Joffrey,continues,Tyrion
Council,stares,Joffrey
Tyrion,is,Tywin
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Stark,is,Olenna
Tyrell,is,King
Shae,asks,Tyrion
Lannister,provokes,Brienne
Stark,crosses,Brotherhood
Banners,is,Sandor
Snow,learns,Free
Stark,is,North
Snow,marches,South
Mance,brings,Jon
Mance,is,Ygritte
Ygritte,is,Jon
Mance,has,Orell
Orell,says,Fist
Mormont,assigns,Rast
Watch,leads,Battle
Rast,is,Sam
Sam,is,Grenn
Mormont,tells,Sam
Sam,has,Sam
Robb,hears,Eddard
Bran,awakens,Hodor
Osha,comes,Osha
Jojen,explains,Bran
Bran,asks,Jojen
Jojen,confirms,Bran
Bran,says,Howland
Jojen,says,Howland
Jojen,confirms,Bran
Greyjoy,has,Winterfell
North,hates,Starks
Theon,has,Yara
Baratheon,is,Margaery
Cersei,begins,Margaery
Shae,dresses,Sansa
Stark,warns,Sansa
Baelish,has,Sansa
Shae,suggests,Baelish
Baelish,is,Sansa
Sansa,is,Baelish
Shae,continues,Sansa
Sansa,warns,Tyrells
Tyrell,arrives,Sansa
Sansa,reminds,Loras
Olenna,says,Mace
Olenna,insists,Sansa
Joffrey,is,Margaery
Sansa,is,Olenna
Olenna,mentions,Sansa
Sansa,recounts,Joffrey
Olenna,continues,Sansa
Olenna,says,Sansa
Sansa,blurts,Joffrey
Olenna,is,Joffrey
Sansa,means,Tyrells
Olenna,assures,Mace
Mace,is,Margaery
Shae,sneaks,Tyrion
Shae,starts,Tyrion
Tyrion,asks,Sansa
Tyrion,has,Shae
Shae,accuses,Sansa
Tyrion,points,Shae
Margaery,finds,Joffrey
Margaery,is,Joffrey
Joffrey,has,Margaery
Margaery,says,Joffrey
Margaery,manages,Joffrey
Stark,settles,Harrenhal
Tully,has,Riverrun
Roose,delivers,Ramsay
Robb,leaves,Roose
Robb,leads,Riverlands
Karstark,is,Robb
Tully,is,Riverrun
Karstark,maintains,Edmure
Edmure,has,Tyrell
Robb,asks,Karstark
Karstark,has,Karstark
Robb,makes,Robb
Karstark,thinks,Robb
Catelyn,is,Faith
Catelyn,has,Bran
Talisa,asks,Catelyn
Catelyn,says,Maester
Catelyn,explains,Jon
Gendry,criticizes,Arya
Gendry,says,King
Thoros,says,Gendry
Arya,knows,Thoros
Thoros,trades,Sandor
Arya,tries,Hound
Hound,asks,Stark
Jaime,continues,Brienne
Brienne,is,Jaime
Jaime,deduces,Brienne
Brienne,is,North
Winterfell,is,House
Jaime,deduces,Renly
Brienne,says,Renly
Jaime,insists,Renly
Renly,makes,Brienne
Brienne,does,Renly
Jaime,tells,Brienne
Brienne,gives,Jaime
Brienne,takes,Jaime
Jaime,starts,Brienne
Jaime,begins,Brienne
Jaime,asks,Locke
Locke,does,Kingslayer
North,'s,Jaime
Stark,receives,Hoster
Sansa,meets,Olenna
Bolton,addresses,Talisa
Karstark,is,Robb
Robb,criticizes,Robb
Jaime,is,Renly
Renly,is,Joffrey
Gendry,points,Jaqen
Arya,is,Harrenhal
Arya,wants,Battle
Sansa,declines,Queen
Stark,relives,Winterfell
Joffrey,is,King
Stark,meets,Jojen
Bran,recalls,Robert
Meera,explains,Jojen
Jojen,is,Jojen
Jojen,asks,Bran
Jojen,tells,Bran
Tarly,collapses,Wall
Banners,captures,Sandor
Arya,is,Kingsroad
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Robb,presents,Walder
Frey,joins,House
Mormont,is,Daario
Daenerys,asks,Grey
Worm,trusts,Daario
Barristan,asks,Jorah
Jorah,reminds,Queensguard
Queensguard,is,Queen
Daenerys,asks,Daario
Daario,strides,Queen
Sam,tells,Gilly
Sam,tells,Gilly
Black,means,Nightfort
Sam,plans,Wall
Wall,leads,Nightfort
Gilly,is,Sam
Sam,is,Sam
Sam,catches,Wall
Bran,explains,Osha
Snow,breeds,Night
Jon,flees,Jon
Jon,distracts,Ygritte
Reed,discuss,Wall
Bran,uses,Hodor
Tormund,moves,Orell
Orell,tells,Jon
Jon,is,Ygritte
Jon,is,Night
Tormund,restrains,Ygritte
Jon,battles,Orell
Bran,enters,Summer
Jon,battles,Orell
Orell,swoops,Jon
Jon,jumps,Ygritte
Bran,asks,Osha
Osha,promises,Rickon
Stark,arrives,Twins
Robb,makes,Lord
Frey,offers,Starks
Edmure,is,Roslin
Robb,agrees,Roslin
Edmure,is,Frey
Catelyn,notices,Black
Castamere,–,House
Walder,rises,Robb
Catelyn,slaps,Roose
Talisa,is,Lothar
Lothar,draws,Talisa
Arya,gives,Sandor
Wind,is,Frey
Catelyn,sees,Walder
Catelyn,threatens,Walder
Walder,refuses,Robb
Catelyn,kills,Walder
Catelyn,responds,Tully
Stark,does,Robb
Bolton,seizes,Robb
Robb,maintains,Catelyn
Castamere,/Appearances,First
Lannister,refers,House
Red,takes,Storm
Catelyn,'s,Catelyn
Catelyn,is,Roose
Jojen,tells,Bran
Hodor,reacts,Bran
Hodor,is,Old
Aemon,tells,Jon
Black,patrols,Shadow
Castamere,is,Bran
Wall,is,Osha
Jon,realizes,Castle
Daenerys,tells,Jorah
Edmure,meets,Roslin
Frey,is,Frey
Twins,hopes,Arya
Catelyn,dies,Catelyn
Catelyn,hears,Rains
Bolton,betrays,Starks
Hound,hits,Arya
King,has,Queen
Robb,plans,Frey
Frey,presents,Snow
Snow,is,Jon
Frey,is,Edmure
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Tywin,plans,Lannisters
Melisandre,pays,Riverlands
Robb,weighs,House
Bolton,decides,Jaime
Tywin,is,Cersei
Cersei,calls,Kingdom
Olenna,refuses,Joffrey
Tywin,has,Tyrells
Olenna,says,Cersei
Tywin,threatens,Loras
Stark,tries,Loras
Loras,'s,Sansa
Sansa,realizes,Loras
Sansa,'s,Highgarden
Highgarden,'s,Winterfell
Loras,agrees,Red
Cersei,deduces,Kingsguard
Tyrion,realizes,Cersei
Cersei,has,Kingsguard
Kingsguard,is,Ser
Tyrion,realizes,Joffrey
Cersei,is,Joffrey
Joffrey,dare,Tywin
Tywin,is,Hand
Tyrion,dash,Sansa
Sansa,asks,Sansa
Sansa,declines,Shae
Tyrion,gives,Shae
Varys,finds,Lord
Varys,serves,Baelish
Baelish,is,Aegon
Varys,is,Varys
Baelish,has,Varys
Joffrey,kills,Ros
Sansa,weeps,Baelish
Joffrey,contemplates,Ros
Anguy,trains,Arya
Arya,is,Melisandre
Melisandre,is,Brotherhood
Brotherhood,learns,Beric
Thoros,asks,Lord
Melisandre,says,Brotherhood
Brotherhood,has,Lord
Light,has,Gendry
Arya,sees,Melisandre
Melisandre,has,Brotherhood
Melisandre,looks,Arya
Edmure,is,Roslin
Frey,includes,Robb
Bolton,has,Jaime
Bolton,tells,Jaime
Jaime,assumes,Brienne
Reed,experiences,Meera
Jojen,tells,Bran
Theon,awakens,Theon
Theon,is,Torrhen
Theon,begins,Theon
Theon,is,Theon
Sam,shows,Gilly
Men,tells,Castle
Ygritte,is,Jon
Jon,is,Night
Ygritte,strikes,Wall
Orell,decides,Tormund
Jon,sees,Orell
Orell,is,Ygritte
Ygritte,is,Jon
Loras,does,Westeros
Melisandre,is,High
Valyrian,has,Valyrian
Watch,is,Valyrian
Stark,knows,High
Valyrian,is,Maester
Arya,does,Tyrion
Lannister,has,High
Valyrian,is,High
Sansa,knows,High
Melisandre,reveal,Lord
R'hllor,is,Essos
Valyrian,is,Thoros
Tarly,is,Reach
Tarly,is,Hill
Sam,'s,Reach
Sam,states,Wall
Bolton,does,Brienne
Brienne,'s,Brienne
Daenerys,steals,Unsullied
Jaime,is,Robb
Bolton,thinks,Robb
Robb,is,Tywin
Sansa,learns,Tyrion
Melisandre,intends,Robert
Theon,cries,Ramsay
Karstark,is,Robb
Theon,breathes,Ramsay
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Sansa,frets,Shae
Tywin,counsels,Melisandre
Melisandre,reveals,Gendry
Brienne,faces,Harrenhal
Orell,tells,Jon
Jon,does,Ygritte
Ygritte,is,Jon
Ygritte,says,Jon
Jon,tries,Ygritte
Ygritte,refuses,Jon
Yunkai,does,Westeros
Dany,is,Yunkai
Yunkish,is,Daenerys
Missandei,announces,Razdal
Daenerys,tosses,Razdal
Razdal,declares,Yunkai
Daenerys,is,Unsullied
Razdal,is,Yunkai
Yunkai,is,Astapor
Daenerys,makes,Razdal
Razdal,takes,Yunkai
Qarth,threatens,Yunkai
Razdal,protests,Daenerys
Daenerys,tells,Jorah
Gendry,leaves,King
Melisandre,stares,Stannis
Melisandre,reveals,Gendry
Gendry,is,King
Osha,remains,Meera
Catelyn,warns,Lord
Tully,points,Frey
Frey,says,Frey
Robb,retorts,Edmure
Edmure,is,House
Theon,'s,Theon
Tyrell,consoles,Sansa
Tyrion,is,Lannister
Tyrion,is,North
Bronn,points,Tyrion
Shae,weds,Sansa
Lannister,enters,King
Joffrey,wants,Council
Tywin,is,Tower
Joffrey,complains,Tywin
Tywin,glares,Joffrey
Joffrey,says,Joffrey
Joffrey,changes,Daenerys
Tywin,is,Joffrey
Tywin,admits,Targaryen
Joffrey,is,Tywin
Tywin,does,Tywin
Tywin,reminds,Joffrey
Tywin,says,Daenerys
Joffrey,has,Tywin
Tywin,says,Joffrey
Tywin,smiles,Joffrey
Jaime,speaks,Brienne
Jaime,owes,Brienne
Brienne,tells,Jaime
Jaime,promises,Catelyn
Jaime,leaves,Harrenhal
Qyburn,is,Jaime
Maester,grows,Jaime
Bolton,is,Harrenhal
Stark,requests,Jaime
Jaime,asks,Bolton
Locke,has,Bolton
Qyburn,checks,Jaime
Jaime,is,Qyburn
Qyburn,has,Jaime
Jaime,has,Mad
Jaime,asks,Brienne
Qyburn,confirms,Lord
Tarth,owns,Westeros
Locke,is,Lord
Brienne,urges,Steelshanks
Jaime,uses,Tywin
Jaime,is,Locke
Locke,wants,Locke
Locke,dismisses,Brienne
Jaime,leaps,Steelshanks
Locke,tries,Jaime
Jaime,tells,Lord
Bolton,cares,King
Jaime,departs,Harrenhal
Bear,/Appearances,First
Margaery,uses,Sansa
Lannister,has,King
Tywin,is,Joffrey
Joffrey,has,Tywin
Tywin,'s,Council
Kingsguard,has,Ser
Ser,identifies,Ser
Kingsguard,is,King
Landing,is,Ser
Kingsguard,is,Ser
Balon,has,Storm
Targaryen,has,Essos
Varys,has,Tyrion
Viserys,skulls,Doreah
Tywin,says,Iron
Tyrion,regrets,Tyrion
Stark,leaves,Riverrun
Talisa,is,North
Ramsay,emasculates,Theon
Theon,is,Theon
Bear,is,Storm
Melisandre,intends,Robert
Snow,continues,South
Yunkai,brings,Daenerys
Arya,decides,Hound
Jaime,asks,Roose
Qyburn,tells,Brienne
Brienne,has,Lord
Lord,'s,Tarth
Jaime,decides,Harrenhal
Jaime,saves,Harrenhal
Winterfell,is,Theon
Brienne,arrives,Iron
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Daenerys,lacks,Westeros
Tyrion,defends,Jorah
Jorah,is,King
Daenerys,exiles,Jorah
Jorah,returns,Yezzan
Tyrion,mentions,Tywin
Daenerys,is,Tyrion
Tyrion,assures,Daenerys
Daenerys,wants,Tyrion
Tyrion,rolls,Iron
Tyrion,reminds,Daenerys
Meereen,has,Great
Masters,extends,Westeros
Tyrion,leaves,House
Daenerys,likens,Great
Tyrion,warns,Daenerys
Daenerys,decides,Tyrion
Arya,assumes,Lanna
Lanna,shows,Jaqen
Faceless,sends,Lanna
Unella,continues,Cersei
Qyburn,informs,Robert
Qyburn,tells,Grand
Pycelle,has,Kevan
Qyburn,tells,Tommen
Reek,is,Ramsay
Sansa,reminds,Reek
Sansa,breathes,Reek
Reek,presses,Theon
Theon,runs,Theon
